Ns,N,Ms,qimp,himp,EInt,EImp,E,file
5,3,3,-1,0.2,2.294784580498865,1.8190551834984134,4.113839763997278,wf/hspqm1h20Ns5N3Ms3.h5
5,3,3,-1,0.1,2.294784580498865,1.8844833691425702,4.179267949641435,wf/hspqm1h10Ns5N3Ms3.h5
5,3,3,-1,0.0,2.294784580498865,1.9523809523809526,4.2471655328798175,wf/hspqm1h0Ns5N3Ms3.h5
6,4,12,1,10.0,4.386518998078342,-0.5572479278553586,3.8292710702229837,wf/hspqp1h1000Ns6N4Ms12.h5
6,4,12,1,5.0,4.386535300065415,-0.9965462386473363,3.3899890614180794,wf/hspqp1h500Ns6N4Ms12.h5
6,4,12,1,2.0,4.386872154833783,-1.892087941649975,2.4947842131838067,wf/hspqp1h200Ns6N4Ms12.h5
6,4,12,1,1.0,4.387861603876539,-2.7005847130308496,1.6872768908456897,wf/hspqp1h100Ns6N4Ms12.h5
6,4,12,1,0.5,4.38914368160523,-3.43061868644571,0.9585249951595198,wf/hspqp1h50Ns6N4Ms12.h5
6,4,12,1,0.2,4.390197431331124,-4.08902155597986,0.3011758753512656,wf/hspqp1h20Ns6N4Ms12.h5
6,4,12,1,0.1,4.390531124192079,-4.3664433665090385,0.024087757683040164,wf/hspqp1h10Ns6N4Ms12.h5
6,4,12,1,0.0,4.39080924866892,-4.68257240159436,-0.2917631529254393,wf/hspqp1h0Ns6N4Ms12.h5
6,4,13,0,0,4.649144506287363,0,4.649144506287363,wf/rNoImpNs6N4Ms13.h5
6,4,13,1,10.0,4.649144506287362,-0.5619083363426529,4.08723616994471,wf/hspqp1h1000Ns6N4Ms13.h5
6,4,13,1,5.0,4.649144506287362,-1.0095240735169635,3.639620432770399,wf/hspqp1h500Ns6N4Ms13.h5
6,4,13,1,2.0,4.649144506287362,-1.9268988733995767,2.722245632887786,wf/hspqp1h200Ns6N4Ms13.h5
6,4,13,1,1.0,4.649144506287362,-2.753967224811506,1.8951772814758567,wf/hspqp1h100Ns6N4Ms13.h5
6,4,13,1,0.5,4.649144506287362,-3.496850614449313,1.1522938918380499,wf/hspqp1h50Ns6N4Ms13.h5
6,4,13,1,0.2,4.649144506287362,-4.163399538150955,0.485744968136407,wf/hspqp1h20Ns6N4Ms13.h5
6,4,13,1,0.1,4.649144506287362,-4.443388704610996,0.20575580167636698,wf/hspqp1h10Ns6N4Ms13.h5
6,4,13,1,0.0,4.649144506287362,-4.761904761904763,-0.11276025561739988,wf/hspqp1h0Ns6N4Ms13.h5
6,4,14,0,0,4.649144506287362,0,4.649144506287362,wf/rNoImpNs6N4Ms14.h5
6,4,14,1,10.0,4.649144506287362,-0.566669249529423,4.082475256757939,wf/hspqp1h1000Ns6N4Ms14.h5
6,4,14,1,5.0,4.649144506287362,-1.0228953413052526,3.6262491649821094,wf/hspqp1h500Ns6N4Ms14.h5
6,4,14,1,2.0,4.649144506287362,-1.963194774213158,2.685949732074204,wf/hspqp1h200Ns6N4Ms14.h5
6,4,14,1,1.0,4.649144506287362,-2.810418772501457,1.838725733785905,wf/hspqp1h100Ns6N4Ms14.h5
6,4,14,1,0.5,4.649144506287362,-3.56788915161547,1.081255354671892,wf/hspqp1h50Ns6N4Ms14.h5
6,4,14,1,0.2,4.649144506287362,-4.244030531851298,0.40511397443606434,wf/hspqp1h20Ns6N4Ms14.h5
8,3,10,1,10.0,1.9006952076308765,-0.47130401441556524,1.4293911932153103,wf/hspqp1h1000Ns8N3Ms10.h5
6,4,14,1,0.1,4.649144506287362,-4.527094580644249,0.1220499256431129,wf/hspqp1h10Ns6N4Ms14.h5
6,4,14,1,0.0,4.649144506287362,-4.8484848484848495,-0.19934034219748753,wf/hspqp1h0Ns6N4Ms14.h5
8,3,10,1,5.0,1.9008633986949797,-0.8160428133535337,1.084820585341446,wf/hspqp1h500Ns8N3Ms10.h5
8,3,10,1,2.0,1.9054098154002967,-1.480426257188175,0.4249835582121218,wf/hspqp1h200Ns8N3Ms10.h5
9,5,20,0,0,7.2878921361091065,0,7.2878921361091065,wf/rNoImpNs9N5Ms20.h5
8,3,10,1,1.0,1.9191461641170124,-2.083517398367658,-0.16437123425064534,wf/hspqp1h100Ns8N3Ms10.h5
8,3,10,1,0.5,1.9341247646358992,-2.658498314501054,-0.7243735498651546,wf/hspqp1h50Ns8N3Ms10.h5
8,3,10,1,0.2,1.9448180044283458,-3.2121133215839768,-1.2672953171556305,wf/hspqp1h20Ns8N3Ms10.h5
8,3,10,1,0.1,1.9483215083828638,-3.4574751802358485,-1.5091536718529845,wf/hspqp1h10Ns8N3Ms10.h5
6,3,8,-1,10.0,2.03401625356062,0.4123237780089223,2.446340031569542,wf/hspqm1h1000Ns6N3Ms8.h5
8,3,10,1,0.0,1.9516812574321056,-3.7470114578328717,-1.795330200400766,wf/hspqp1h0Ns8N3Ms10.h5
9,5,20,-1,10.0,7.28790543342973,0.8340845888066479,8.121990022236373,wf/hspqm1h1000Ns9N5Ms20.h5
6,3,8,-1,5.0,2.034096529065184,0.7296563970257501,2.7637529260909326,wf/hspqm1h500Ns6N3Ms8.h5
6,3,8,-1,2.0,2.0385230224857978,1.3532403236860566,3.3917633461718535,wf/hspqm1h200Ns6N3Ms8.h5
8,3,11,0,0,1.9006889406889411,0,1.9006889406889411,wf/rNoImpNs8N3Ms11.h5
6,3,8,-1,1.0,2.0801931174363344,1.8387948941757923,3.9189880116121256,wf/hspqm1h100Ns6N3Ms8.h5
6,3,8,-1,0.5,2.1447298533728265,2.1665353309131326,4.311265184285958,wf/hspqm1h50Ns6N3Ms8.h5
9,5,20,-1,5.0,7.288239214275196,1.4320530008678234,8.72029221514302,wf/hspqm1h500Ns9N5Ms20.h5
8,3,11,1,10.0,1.9006942546814167,-0.47650424840680083,1.4241900062746153,wf/hspqp1h1000Ns8N3Ms11.h5
6,3,8,-1,0.2,2.180361444347377,2.40348539120387,4.583846835551246,wf/hspqm1h20Ns6N3Ms8.h5
6,3,8,-1,0.1,2.19035232291822,2.4857486376961058,4.676100960614324,wf/hspqm1h10Ns6N3Ms8.h5
8,3,11,1,5.0,1.9008291045385617,-0.8296183678447955,1.071210736693766,wf/hspqp1h500Ns8N3Ms11.h5
6,3,8,-1,0.0,2.199321322846424,2.5652536609156935,4.764574983762118,wf/hspqm1h0Ns6N3Ms8.h5
6,3,7,0,0,2.034013605442176,0,2.034013605442176,wf/rNoImpNs6N3Ms7.h5
9,5,20,-1,2.0,7.305169201794735,2.4968158494987134,9.80198505129345,wf/hspqm1h200Ns9N5Ms20.h5
6,3,7,-1,10.0,2.034016237754606,0.4068280180827223,2.440844255837327,wf/hspqm1h1000Ns6N3Ms7.h5
8,3,11,1,2.0,1.9058134698058216,-1.5040182522985706,0.4017952175072513,wf/hspqp1h200Ns8N3Ms11.h5
6,3,7,-1,5.0,2.0340919615662485,0.7115394912476459,2.745631452813894,wf/hspqm1h500Ns6N3Ms7.h5
6,3,7,-1,2.0,2.0365085514686325,1.2819800564885777,3.31848860795721,wf/hspqm1h200Ns6N3Ms7.h5
8,3,11,1,1.0,1.937496704136221,-2.1128130205929967,-0.17531631645677528,wf/hspqp1h100Ns8N3Ms11.h5
6,3,7,-1,1.0,2.044185815417667,1.7226626495286737,3.7668484649463414,wf/hspqm1h100Ns6N3Ms7.h5
6,3,7,-1,0.5,2.052154793726979,2.0519184355992257,4.104073229326204,wf/hspqm1h50Ns6N3Ms7.h5
9,5,20,-1,1.0,7.51682408410378,3.0165922290658704,10.533416313169651,wf/hspqm1h100Ns9N5Ms20.h5
8,3,11,1,0.5,1.9895855021383404,-2.714882326461119,-0.7252968243227794,wf/hspqp1h50Ns8N3Ms11.h5
6,3,7,-1,0.2,2.057462337852338,2.2897169425014616,4.347179280353801,wf/hspqm1h20Ns6N3Ms7.h5
6,3,7,-1,0.1,2.059062424835149,2.3717855963495196,4.430848021184667,wf/hspqm1h10Ns6N3Ms7.h5
6,3,7,-1,0.0,2.060466566456997,2.451155967373184,4.51162253383018,wf/hspqm1h0Ns6N3Ms7.h5
8,3,11,1,0.2,2.0234575116762343,-3.29031114679609,-1.2668536351198565,wf/hspqp1h20Ns8N3Ms11.h5
9,5,20,-1,0.5,7.552825029834673,3.4120649036233557,10.964889933458027,wf/hspqm1h50Ns9N5Ms20.h5
6,3,6,0,0,2.0340136054421762,0,2.0340136054421762,wf/rNoImpNs6N3Ms6.h5
8,3,11,1,0.1,2.0329257725130345,-3.5420273109852336,-1.509101538472198,wf/hspqp1h10Ns8N3Ms11.h5
6,3,6,-1,10.0,2.03402920099827,0.40158992400546134,2.435619125003732,wf/hspqm1h1000Ns6N3Ms6.h5
6,3,6,-1,5.0,2.0344686906825036,0.6953786991632345,2.729847389845738,wf/hspqm1h500Ns6N3Ms6.h5
7,3,9,-1,10.0,1.8822930103774098,0.44288510688076965,2.3251781172581794,wf/hspqm1h1000Ns7N3Ms9.h5
9,5,20,-1,0.2,7.562410103581463,3.6888194334115623,11.251229536993021,wf/hspqm1h20Ns9N5Ms20.h5
6,3,6,-1,2.0,2.0463242986256436,1.2163774954495472,3.26270179407519,wf/hspqm1h200Ns6N3Ms6.h5
8,3,11,1,0.0,2.0412243049503056,-3.8371195365493596,-1.7958952315990535,wf/hspqp1h0Ns8N3Ms11.h5
9,5,20,0,0,7.2878921361091065,0,7.2878921361091065,wf/rNoImpNs9N5Ms20.h5
6,3,6,-1,1.0,2.0689383280329996,1.578423555451741,3.6473618834847397,wf/hspqm1h100Ns6N3Ms6.h5
7,3,9,-1,5.0,1.8825462191238687,0.771336331952341,2.6538825510762103,wf/hspqm1h500Ns7N3Ms9.h5
6,3,6,-1,0.5,2.0830546897136535,1.8340014348056668,3.9170561245193207,wf/hspqm1h50Ns6N3Ms6.h5
6,3,6,-1,0.2,2.090558879216976,2.016397920070832,4.106956799287808,wf/hspqm1h20Ns6N3Ms6.h5
7,3,9,-1,2.0,1.8935383692003989,1.370548901971583,3.2640872711719804,wf/hspqm1h200Ns7N3Ms9.h5
6,3,6,-1,0.1,2.092616882326147,2.0813041125504452,4.173920994876592,wf/hspqm1h10Ns6N3Ms6.h5
9,5,20,-1,0.1,7.56462999189505,3.784404501627787,11.349034493522833,wf/hspqm1h10Ns9N5Ms20.h5
6,3,6,-1,0.0,2.0942468185026324,2.1476339380493847,4.241880756552017,wf/hspqm1h0Ns6N3Ms6.h5
8,3,12,0,0,1.9006889406889416,0,1.9006889406889416,wf/rNoImpNs8N3Ms12.h5
7,3,9,-1,1.0,1.94181632635151,1.772321769608229,3.7141380959597385,wf/hspqm1h100Ns7N3Ms9.h5
7,3,9,-1,0.5,1.98800351923299,2.0288759074173157,4.016879426650305,wf/hspqm1h50Ns7N3Ms9.h5
6,3,5,0,0,2.164502164502164,0,2.164502164502164,wf/rNoImpNs6N3Ms5.h5
9,5,20,-1,0.0,7.566243382558717,3.880443976636429,11.446687359195137,wf/hspqm1h0Ns9N5Ms20.h5
8,3,12,1,10.0,1.9006991713939978,-0.48005297015011605,1.4206462012438816,wf/hspqp1h1000Ns8N3Ms12.h5
7,3,9,-1,0.2,2.011791680371583,2.207534396105548,4.219326076477131,wf/hspqm1h20Ns7N3Ms9.h5
7,3,9,-1,0.1,2.0177686842107336,2.270600338225171,4.288369022435906,wf/hspqm1h10Ns7N3Ms9.h5
6,3,5,-1,10.0,2.1645032699859312,0.39622356492750976,2.5607268349134404,wf/hspqm1h1000Ns6N3Ms5.h5
8,3,12,1,5.0,1.9009901920729289,-0.8369965150683512,1.0639936770045775,wf/hspqp1h500Ns8N3Ms12.h5
6,3,5,-1,5.0,2.164533557690132,0.6790696990222376,2.84360325671237,wf/hspqm1h500Ns6N3Ms5.h5
9,5,20,1,10.0,7.287905412212037,-0.8341377319792123,6.453767680232823,wf/hspqp1h1000Ns9N5Ms20.h5
9,5,19,0,0,7.287892136109106,0,7.287892136109106,wf/rNoImpNs9N5Ms19.h5
7,3,9,-1,0.0,2.0222359132056495,2.334739150187076,4.356975063392724,wf/hspqm1h0Ns7N3Ms9.h5
6,3,5,-1,2.0,2.165516956382762,1.178736082149682,3.344253038532443,wf/hspqm1h200Ns6N3Ms5.h5
